V_ERAMS_MATRIX_SAMPLE_ANALYSIS.MAT_ID,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.SAMP_ID,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_SIZE,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_UNIT,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_PROC_NUM,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.DURATION,V_ERAMS_LOCATION.LOC_NUM,V_ERAMS_LOCATION.CITY_NAME,V_ERAMS_LOCATION.STATE_ABBR,V_ERAMS_RESULTS_ANALYTE.ANALYTE_ID,V_ERAMS_RESULTS_ANALYTE.RESULT_AMOUNT,V_ERAMS_RESULTS_ANALYTE.CSU,V_ERAMS_RESULTS_ANALYTE.MDC,V_ERAMS_RESULTS_ANALYTE.RESULT_UNIT,V_ERAMS_RESULTS_ANALYTE.RESULT_DATE,V_ERAMS_RESULTS_ANALYTE.ANA_TYPE,V_ERAMS_RESULTS_ANALYTE.HALF_LIFE,V_ERAMS_RESULTS_ANALYTE.HALF_LIFE_TIME_UNIT,V_ERAMS_RESULTS_ANALYTE.ANALYTE_NAME
PRECIPITATION,A905984,3,L,118,1000,107,SALT LAKE CITY,UT,RA228,,,7.9,PCI/L,2009-06-15,R,5.75,Y,Radium-228
PRECIPITATION,A905986,.97,L,118,500,370,RICHMOND,CA,RA228,,,34,PCI/L,2009-06-15,R,5.75,Y,Radium-228
PRECIPITATION,A905987,.5,L,119,100,39,IDAHO FALLS,ID,BETA,1.08,.34,.97,PCI/L,2009-10-01,R,,,Gross Beta
PRECIPITATION,A905988,3,L,118,1000,3844,OAK RIDGE,TN,TH234,,,70,PCI/L,2009-06-15,R,24.1,D,Thorium-234
PRECIPITATION,A909083,1,L,119,100,27,HARRISBURG,PA,BETA,1.32,.2,.51,PCI/L,2009-12-07,R,,,Gross Beta
PRECIPITATION,A909083,.01,L,122,100,27,HARRISBURG,PA,H3,-20.207,49,170,PCI/L,2009-09-15,R,12.312,Y,Tritium
PRECIPITATION,A909086,.01,L,122,100,101,CHARLOTTE,NC,H3,148,53,170,PCI/L,2009-09-15,R,12.312,Y,Tritium
PRECIPITATION,A909087,.01,L,122,100,158,LYNCHBURG,VA,H3,57,50,170,PCI/L,2009-09-15,R,12.312,Y,Tritium
PRECIPITATION,A909091,.01,L,122,100,3997,MONTGOMERY,AL,H3,-14.977,48,170,PCI/L,2009-09-15,R,12.312,Y,Tritium
PRECIPITATION,A909094,.01,L,122,100,135,LANSING,MI,H3,25,49,170,PCI/L,2009-09-15,R,12.312,Y,Tritium
PRECIPITATION,A909097,1,L,118,1000,1662,ST. PAUL,MN,K40,35,24,,PCI/L,2009-09-15,R,1277000000,Y,Potassium-40
