V_ERAMS_MATRIX_SAMPLE_ANALYSIS.MAT_ID,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.SAMP_ID,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_SIZE,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_UNIT,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_PROC_NUM,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.DURATION,V_ERAMS_LOCATION.LOC_NUM,V_ERAMS_LOCATION.CITY_NAME,V_ERAMS_LOCATION.STATE_ABBR,V_ERAMS_RESULTS_ANALYTE.ANALYTE_ID,V_ERAMS_RESULTS_ANALYTE.RESULT_AMOUNT,V_ERAMS_RESULTS_ANALYTE.CSU,V_ERAMS_RESULTS_ANALYTE.MDC,V_ERAMS_RESULTS_ANALYTE.RESULT_UNIT,V_ERAMS_RESULTS_ANALYTE.RESULT_DATE,V_ERAMS_RESULTS_ANALYTE.ANA_TYPE,V_ERAMS_RESULTS_ANALYTE.HALF_LIFE,V_ERAMS_RESULTS_ANALYTE.HALF_LIFE_TIME_UNIT,V_ERAMS_RESULTS_ANALYTE.ANALYTE_NAME
PASTEURIZED MILK,A606176,1,L,118,1000,121,NORFOLK,VA,CS137,,,5.3,PCI/L,2006-12-14,R,30.17,Y,Cesium-137
PASTEURIZED MILK,A704504,1,L,129,100,55,TRENTON,NJ,SR90,.35,.24,.79,PCI/L,2007-07-17,R,28.6,Y,Strontium-90
PASTEURIZED MILK,A704505,1,L,118,1000,47,JEFFERSON CITY,MO,BA140,,,29,PCI/L,2007-07-17,R,12.789,D,Barium-140
PASTEURIZED MILK,A704505,1,L,118,1000,47,JEFFERSON CITY,MO,K40,1370,87,,PCI/L,2007-07-17,R,1277000000,Y,Potassium-40
PASTEURIZED MILK,A704505,1,L,129,100,47,JEFFERSON CITY,MO,SR89,19.2,8.3,26,PCI/L,2007-07-17,R,50.55,D,Strontium-89
PASTEURIZED MILK,A706373,1,L,118,1000,155,PHOENIX,AZ,CS137,,,5.1,PCI/L,2007-09-28,R,30.17,Y,Cesium-137
PASTEURIZED MILK,A708018,1,L,118,1000,41,DETROIT,MI,K40,1390,86,,PCI/L,2007-12-11,R,1277000000,Y,Potassium-40
PASTEURIZED MILK,A603659,1,L,118,1000,46,CINCINNATI,OH,K40,1360,51,,PCI/L,2006-07-24,R,1277000000,Y,Potassium-40
PASTEURIZED MILK,A603659,1,L,129,100,46,CINCINNATI,OH,SR90,-.16425,.32,1.1,PCI/L,2006-07-24,R,28.6,Y,Strontium-90
PASTEURIZED MILK,A708020,1,L,118,1000,71,CHATTANOOGA,TN,CO60,,,5.6,PCI/L,2007-12-13,R,5.271,Y,Cobalt-60
PASTEURIZED MILK,A603721,1,L,118,1000,159,WICHITA,KS,CO60,,,6,PCI/L,2006-07-24,R,5.271,Y,Cobalt-60
