V_ERAMS_MATRIX_SAMPLE_ANALYSIS.MAT_ID,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.SAMP_ID,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_SIZE,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_UNIT,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.ANA_PROC_NUM,V_ERAMS_MATRIX_SAMPLE_ANALYSIS.DURATION,V_ERAMS_LOCATION.LOC_NUM,V_ERAMS_LOCATION.CITY_NAME,V_ERAMS_LOCATION.STATE_ABBR,V_ERAMS_RESULTS_ANALYTE.ANALYTE_ID,V_ERAMS_RESULTS_ANALYTE.RESULT_AMOUNT,V_ERAMS_RESULTS_ANALYTE.CSU,V_ERAMS_RESULTS_ANALYTE.MDC,V_ERAMS_RESULTS_ANALYTE.RESULT_UNIT,V_ERAMS_RESULTS_ANALYTE.RESULT_DATE,V_ERAMS_RESULTS_ANALYTE.ANA_TYPE,V_ERAMS_RESULTS_ANALYTE.HALF_LIFE,V_ERAMS_RESULTS_ANALYTE.HALF_LIFE_TIME_UNIT,V_ERAMS_RESULTS_ANALYTE.ANALYTE_NAME
DRINKING WATER,8909232,3.5,L,9,50,146,COLUMBUS,OH,ZR/NB95,-3.1462,3.4,,PCI/L,1990-02-07,R,,,Zirconium/Niobium-95
DRINKING WATER,8909232,.3,L,6,100,146,COLUMBUS,OH,BETA,4.38,.62,,PCI/L,1991-02-07,R,,,Gross Beta
DRINKING WATER,8909233,3.5,L,9,50,70,E. LIVERPOOL,OH,CE144,-4.8178,29,,PCI/L,1990-02-07,R,284.3,D,Cerium-144
DRINKING WATER,9002424,10,ML,10,100,55,TRENTON,NJ,H3,100,100,,PCI/L,1990-04-09,R,12.312,Y,Tritium
DRINKING WATER,9002426,10,ML,10,100,118,HELENA,MT,H3,200,100,,PCI/L,1990-04-03,R,12.312,Y,Tritium
DRINKING WATER,8909194,1,L,9,50,23,WASHINGTON,DC,RU106,-61.253,41,,PCI/L,1990-01-26,R,368.2,Y,Ruthenium-106
DRINKING WATER,8909195,3.5,L,9,50,516,DOVER,DE,TH232,2.7,7.5,,PCI/L,1990-01-26,R,14020000000,Y,Thorium-232
DRINKING WATER,8909197,3.5,L,9,50,77,TAMPA,FL,K40,-51.466,38,,PCI/L,1990-01-26,R,1277000000,Y,Potassium-40
DRINKING WATER,8909198,3.5,L,9,50,184,BAXLEY,GA,TH232,-3.3935,7.4,,PCI/L,1990-01-29,R,14020000000,Y,Thorium-232
DRINKING WATER,8909198,3.5,L,9,50,184,BAXLEY,GA,ZR/NB95,2.9,3.5,,PCI/L,1990-01-29,R,,,Zirconium/Niobium-95
DRINKING WATER,8909199,3.5,L,9,50,11,SAVANNAH,GA,ZR/NB95,-2.3431,3.4,,PCI/L,1990-01-29,R,,,Zirconium/Niobium-95
DRINKING WATER,8909199,.4,L,3,100,11,SAVANNAH,GA,ALPHA,.59,.43,,PCI/L,1991-02-04,R,,,Gross Alpha
DRINKING WATER,8909200,.4,L,6,100,75,HONOLULU,HI,BETA,1.96,.47,,PCI/L,1991-02-04,R,,,Gross Beta
DRINKING WATER,8909201,3.5,L,9,50,185,CEDAR RAPIDS,IA,CE144,19,29,,PCI/L,1990-01-31,R,284.3,D,Cerium-144
DRINKING WATER,8909202,3.5,L,9,50,186,BOISE,ID,CE144,13,29,,PCI/L,1990-01-26,R,284.3,D,Cerium-144
DRINKING WATER,8909202,3.5,L,9,50,186,BOISE,ID,ZR/NB95,-2.1639,3.4,,PCI/L,1990-01-26,R,,,Zirconium/Niobium-95
DRINKING WATER,8909202,.4,L,3,100,186,BOISE,ID,ALPHA,1.01,.31,,PCI/L,1991-02-06,R,,,Gross Alpha
DRINKING WATER,9004521,10,ML,10,100,76,GRAND RAPIDS,MI,H3,200,100,,PCI/L,1990-07-17,R,12.312,Y,Tritium
DRINKING WATER,9000340,10,ML,10,100,42,SEATTLE,WA,H3,100,100,,PCI/L,1990-01-03,R,12.312,Y,Tritium
DRINKING WATER,8909204,3.5,L,9,50,140,MORRIS,IL,ZR/NB95,2,3.5,,PCI/L,1990-01-31,R,,,Zirconium/Niobium-95
DRINKING WATER,9004927,10,ML,10,100,71,CHATTANOOGA,TN,H3,300,100,,PCI/L,1990-08-06,R,12.312,Y,Tritium
DRINKING WATER,8909205,1,L,22,1000,111,CHICAGO,IL,U238,.055,.011,,PCI/L,1991-09-12,R,4468000000,Y,Uranium-238
DRINKING WATER,8909208,3.5,L,9,50,188,LAWRENCE,MA,K40,33,39,,PCI/L,1990-02-02,R,1277000000,Y,Potassium-40
DRINKING WATER,8909209,3.5,L,9,50,97,BALTIMORE,MD,K40,-28.057,38,,PCI/L,1990-01-30,R,1277000000,Y,Potassium-40
DRINKING WATER,8909210,3.5,L,9,50,26,CONOWINGO,MD,CE144,43,30,,PCI/L,1990-01-30,R,284.3,D,Cerium-144
DRINKING WATER,8909210,3.5,L,9,50,26,CONOWINGO,MD,TH232,5.2,7.6,,PCI/L,1990-01-30,R,14020000000,Y,Thorium-232
DRINKING WATER,8909212,3.5,L,9,50,41,DETROIT,MI,TH232,-.47164,7.5,,PCI/L,1990-01-29,R,14020000000,Y,Thorium-232
DRINKING WATER,9002312,10,ML,10,100,80,DENVER,CO,H3,100,100,,PCI/L,1990-04-09,R,12.312,Y,Tritium
DRINKING WATER,9002328,10,ML,10,100,5,DOTHAN,AL,H3,200,100,,PCI/L,1990-04-11,R,12.312,Y,Tritium
DRINKING WATER,9005012,10,ML,10,100,49,PITTSBURGH,PA,H3,300,100,,PCI/L,1990-08-08,R,12.312,Y,Tritium
